Grouped Metabolites,Clinical data 95% CI,Clinical data R2,Clinical data p-value,Diet 95% CI,Diet R2,Diet p-value,Full model 95% CI,Full model R2,Full model p-value,Genetics 95% CI,Genetics R2,Genetics p-value,Lifestyle 95% CI,Lifestyle R2,Lifestyle p-value,Microbiome 95% CI,Microbiome R2,Microbiome p-value,Time of day 95% CI,Time of day R2,Time of day p-value,CHEMICAL_ID,COMP_ID,Group   HMDB_ID,Sample   HMDB_ID,BIOCHEMICAL,CAS,CHEMSPIDER,KEGG,MASS,PATHWAY_SORTORDER,PLATFORM,PUBCHEM,RI,SUB_PATHWAY,SUPER_PATHWAY,COMMENT,metabolite,micro_r2,geno_r2,total,group,BIOCHEMICAL_NAME
100008999,,-0.0636896197776852,1.0,"(0.25587629452485244, 0.3312178532368421)",0.342000153550784,4.93590849266124e-72,"(0.24277103272997186, 0.31287791843013824)",0.310280154552085,4.31534354077577e-61,,-0.0025798997605726,1.0,,-0.0719903408033737,1.0,"(0.014877424577105757, 0.09601724354490455)",0.0888893301311473,1.44052692210992e-05,,-0.00376388169922403,1.0,100008999,52475,HMDB05779,,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,,7826008.0,,752.55887,2135.0,LC/MS Pos Late,9547058.0,2511.0,Plasmalogen,Lipid,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,metabolite_100008999,0.0888893301311473,0.0,0.0888893301311473,microbiome,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*
100000447,,-0.0532833579030833,1.0,"(0.08646274629032244, 0.16798381288573974)",0.154759413896758,1.19916545064535e-13,"(0.10636925058138333, 0.1768308473235501)",0.140649512181537,2.39187981200044e-14,,-0.0162002842659132,1.0,,-0.0267043085890326,1.0,"(0.06389885440881914, 0.13994978137869943)",0.088323097875963,6.69385819296408e-06,"(-0.01546905712804757, 0.01605849358619509)",0.00963685655812918,0.23650167369645,100000447,18280,HMDB00152,,gentisate,490-79-9,3350.0,C00628,153.01933,168.0,LC/MS Neg,3469.0,1459.8,Tyrosine Metabolism,Amino Acid,gentisate,metabolite_100000447,0.088323097875963,0.0,0.088323097875963,microbiome,gentisate
100015791,"(0.08044448067874936, 0.16318227741797944)",0.150136823832322,1.35555228195504e-11,"(0.18443838361047063, 0.25822750117078197)",0.27846558752084,6.67175630048368e-50,"(0.2155397216234937, 0.2834750596837683)",0.311785004489715,3.22395099244351e-67,,-0.00478565708625411,1.0,,-0.0624140166658313,1.0,"(-0.01641976502138733, 0.06471291410185716)",0.0867337675626382,4.1246016578612e-05,,-0.0108742430464565,1.0,100015791,57482,,,sphingomyelin (d18:2/23:1)*,,,,797.653079999999,2310.0,LC/MS Pos Late,,2315.0,Sphingolipid Metabolism,Lipid,sphingomyelin (d18:2/23:1)*,metabolite_100015791,0.0867337675626382,0.0,0.0867337675626382,microbiome,sphingomyelin (d18:2/23:1)*
100009160,"(0.0009616906175470624, 0.0931390206948782)",0.0623278348977425,0.00808679016369224,"(-0.04268753192595497, 0.04561370926914126)",0.0283210176657187,0.221237095385845,"(0.0424754288042989, 0.11717572218200117)",0.085052758141042,8.95365048578455e-06,"(0.08661019547727611, 0.08661119547727611)",0.0866101954772761,1.06032554221232e-09,,-0.030394981559793,1.0,,-0.0531305832355697,1.0,,-0.00498529064662478,1.0,100009160,52713,HMDB11207,,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,,24767482.0,,716.55887,2122.0,LC/MS Pos Late,,2218.0,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,metabolite_100009160,0.0,0.0866101954772761,0.0866101954772761,genetics,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*
100001977,"(0.01473281238476844, 0.10780042085775429)",0.0868014463956208,0.000383026204932373,"(0.2470857743202644, 0.324066715822315)",0.298817854742414,4.03258986153522e-47,"(0.3230479365233, 0.3860482044733549)",0.397911629083209,2.18454908339112e-114,,-0.0255451644907704,1.0,,-0.0064026027008317,1.0,"(0.05116335443574852, 0.12590224178270065)",0.0862476826414733,6.58955699748064e-06,"(-0.019931482990794346, 0.012123134981294675)",0.00113672160526079,0.895428251563864,100001977,57591,HMDB33844,,beta-cryptoxanthin,472-70-8,4904571.0,,552.43257,3741.0,LC/MS Pos Late,6384256.0,2560.0,Food Component/Plant,Xenobiotics,beta-cryptoxanthin,metabolite_100001977,0.0862476826414733,0.0,0.0862476826414733,microbiome,beta-cryptoxanthin
100004555,"(-0.03280455128897162, 0.06185148970183815)",0.0276218406582073,0.244971142639236,"(-0.01845060168712289, 0.06859834943389213)",0.0407587748591581,0.072172096375433,"(0.08548814443077847, 0.15824540666493256)",0.134245049801419,3.43854063820531e-12,,-0.00462577806103547,1.0,"(-0.0831039812416147, 0.013817876867805128)",0.0100164968774238,0.677764382033679,"(0.02772186658614533, 0.1122433264859817)",0.0849060433163867,4.02280723684532e-05,,-0.00143996800250367,1.0,100004555,43265,,,benzoylcarnitine*,105450-08-6,28689447.0,,266.13869,4557.0,LC/MS Pos Early,,3041.0,Chemical,Xenobiotics,benzoylcarnitine*,metabolite_100004555,0.0849060433163867,0.0,0.0849060433163867,microbiome,benzoylcarnitine*
100003473,"(-0.09086494423140828, 0.007041959813100624)",0.0223463350247213,0.355346437476849,"(-0.06667554168880677, 0.020958168626940533)",0.0118787992414314,0.599282780722856,,-0.0222789591392902,1.0,"(0.08466869253637632, 0.08466969253637632)",0.0846686925363763,1.66839589356447e-09,,-0.0275475389011627,1.0,,-0.0688000925219955,1.0,,-0.00322531576057572,1.0,100003473,41494,HMDB33592,,alliin,556-27-4,78760.0,C08265,178.05324,3733.0,LC/MS Pos Early,87310.0,1470.0,Food Component/Plant,Xenobiotics,alliin,metabolite_100003473,0.0,0.0846686925363763,0.0846686925363763,genetics,alliin
1518,"(-0.040260861417707024, 0.048094537367304915)",0.035723248755686,0.113213754469956,"(-0.05202435677798343, 0.039317184200448635)",0.00863716995488972,0.707179422295505,"(0.05212656263337904, 0.1254290971910035)",0.13744810975535,3.92921462555005e-13,,-0.00871931444354157,1.0,,-0.0300163302907101,1.0,"(-0.010313386700474077, 0.06674905159429291)",0.0844489809927864,1.98418258464106e-05,"(0.015211193626469695, 0.04733559664769773)",0.0442636818383805,1.16397396306056e-07,1518,44877,HMDB04949,,N-palmitoyl-sphingosine (d18:1/16:0),24696-26-2,4446677.0,,538.51937,2369.0,LC/MS Pos Late,5283564.0,2893.0,Ceramides,Lipid,N-palmitoyl-sphingosine (d18:1/16:0),metabolite_1518,0.0844489809927864,0.0,0.0844489809927864,microbiome,N-palmitoyl-sphingosine (d18:1/16:0)
100001605+100004208,"(-0.07316044860521573, 0.020319736851774517)",0.0426978450707465,0.081272484138046,"(0.11223820145418352, 0.19079230578552764)",0.185689637150976,2.24190304474854e-20,"(0.1523345806255136, 0.22255212462517437)",0.245168024598953,1.16864708957169e-39,,-0.0331107204767897,1.0,,-0.0196239618873468,1.0,"(0.0190097541815314, 0.10216650374451453)",0.0842515001288365,0.000107452082490075,,-0.00898804123710284,1.0,100001605,35320,HMDB59724,,catechol sulfate,4918-96-1,2341024.0,,188.98631,3523.0,LC/MS Neg,3083879.0,1906.0,Benzoate Metabolism,Xenobiotics,catechol sulfate,metabolite_100001605,0.0842515001288365,0.0,0.0842515001288365,microbiome,catechol sulfate
100019975,,-0.0300013340701326,1.0,"(-0.0650591620808253, 0.024966940769726265)",0.0209233311819186,0.372760786402778,"(-0.05731637795582935, 0.021684553608504742)",0.0147186114117696,0.474394637068211,"(0.08329309151768771, 0.08329409151768771)",0.0832930915176877,1.29034960708436e-09,,-0.0776924895090991,1.0,,-0.0106805852977769,1.0,"(-0.015275119482143173, 0.017258910412143915)",0.0115088401329752,0.173464334208567,100019975,61862,,,hexadecenedioate (C16:1-DC)*,,,,283.19148,1419.0,LC/MS Neg,,4380.0,"Fatty Acid, Dicarboxylate",Lipid,hexadecenedioate (C16:1-DC)*,metabolite_100019975,0.0,0.0832930915176877,0.0832930915176877,genetics,hexadecenedioate (C16:1-DC)*
1224,"(0.018277256503219128, 0.1058598915556258)",0.0933802147548074,5.14931935778005e-05,"(-0.0024908624576437826, 0.08514749809279502)",0.053437447283554,0.0163162862514651,"(0.079639684792926, 0.15521402319024236)",0.167116415534153,3.07319965831053e-17,"(0.08274379989301994, 0.08274479989301994)",0.0827437998930199,1.57004649138631e-09,,-0.108840092353483,1.0,,-0.010044568109401,1.0,"(0.022282917012398103, 0.05482508152044083)",0.0474655090103919,4.66020696008814e-09,1224,18368,,,"cys-gly, oxidized",7729-20-6,295316.0,,355.07406,415.0,LC/MS Pos Early,333293.0,2947.0,Glutathione Metabolism,Amino Acid,"cys-gly, oxidized",metabolite_1224,0.0,0.0827437998930199,0.0827437998930199,genetics,"cys-gly, oxidized"
100004046,"(0.44172196007880854, 0.4948095960432652)",0.487688772250105,8.00261842760612e-200,"(0.12856365630338146, 0.20106985112912973)",0.180447867947332,6.03463271423762e-22,"(0.3811596829879218, 0.42751430905102533)",0.443070769464782,5.43056268758302e-241,,-0.00421506965065399,1.0,,-0.0290188532870019,1.0,"(0.027156995858904187, 0.10027368276085204)",0.0824085813679778,1.40623903134671e-05,,-0.00839792047141396,1.0,100004046,43488,HMDB12881,,N-acetylcarnosine,56353-15-2,8079136.0,,267.10988,446.0,LC/MS Neg,9903482.0,1235.0,Dipeptide Derivative,Peptide,N-acetylcarnosine,metabolite_100004046,0.0824085813679778,0.0,0.0824085813679778,microbiome,N-acetylcarnosine
100002122+X - 12543,"(-0.05504755308920108, 0.042054503640845405)",0.0233384480459676,0.329160141366322,"(0.03831201631308569, 0.12117754634830868)",0.104235294878532,4.26861953578089e-07,"(0.10993755638266223, 0.17866080859166755)",0.180555947062272,1.58348666675386e-23,,-0.00592504096905477,1.0,,-0.0250104878978043,1.0,"(-0.0037380361571055453, 0.07765170891038001)",0.0807052803664175,0.000112652272069515,"(-0.009692187235151362, 0.02471683284415799)",0.0188111859076842,0.0364752092602697,100002122,39600,HMDB06116,,3-hydroxyhippurate,1637-75-8,396603.0,,194.04588,3498.0,LC/MS Neg,450268.0,1687.0,Benzoate Metabolism,Xenobiotics,3-hydroxyhippurate,metabolite_100002122,0.0807052803664175,0.0,0.0807052803664175,microbiome,3-hydroxyhippurate
100002927+100002749,,-0.0123715721073158,1.0,"(0.11307574336618303, 0.19346008910126597)",0.215700597142079,3.33816730863346e-25,"(0.09153929872424929, 0.16281556708123837)",0.190598796028616,3.19860971811654e-24,,-0.0258151595870674,1.0,,-0.0146174718188947,1.0,"(-0.002211242530368357, 0.07518211875089426)",0.0791110056454974,8.21138450431686e-05,,-0.00500141959472189,1.0,100002927,43378,HMDB29432,,S-methylcysteine sulfoxide,6853-87-8,74136.0,,152.03759,330.0,LC/MS Pos Early,82142.0,900.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,S-methylcysteine sulfoxide,metabolite_100002927,0.0791110056454974,0.0,0.0791110056454974,microbiome,S-methylcysteine sulfoxide
X - 13703+X - 13255,"(-0.06637888507993829, 0.02782243203620782)",0.023234712371873,0.346505793307063,"(0.03386639258234459, 0.11626457312354473)",0.0774362146313947,0.000323860523514604,"(0.08748467907155438, 0.15922616420183525)",0.137910455995081,3.03650757577135e-14,,-0.00424906074157038,1.0,,-0.0964451655704077,1.0,"(0.018337470360755007, 0.09674065580464865)",0.0786598030224877,0.000131099520341328,,-0.00397244327290469,1.0,X - 13703,47963,,,X - 13703,,,,367.10419,,LC/MS Neg,,2144.0,,,X - 13703,metabolite_X - 13703,0.0786598030224877,0.0,0.0786598030224877,microbiome,X - 13703
100009259,,-0.0276226229476448,1.0,,-0.0466521502331587,1.0,"(0.004378324560601929, 0.08432736268936117)",0.076687881983871,0.000204870177518021,,-0.00536035179235971,1.0,,-0.0238973977398941,1.0,"(-0.007326060976092013, 0.0848227536091132)",0.0773107923387639,0.000748208517237203,"(-0.023421473188678578, 0.010898172944707518)",0.00652939016227316,0.461605154878036,100009259,52977,,,glycocholate glucuronide (1),,,,640.33385,2618.0,LC/MS Neg,,4533.0,Primary Bile Acid Metabolism,Lipid,glycocholate glucuronide (1),metabolite_100009259,0.0773107923387639,0.0,0.0773107923387639,microbiome,glycocholate glucuronide (1)
100005985,"(0.2278829086588891, 0.301747401414568)",0.288118574843996,1.54851271694189e-50,"(0.12934710633326219, 0.20236882484797583)",0.167355762483806,8.70529776483418e-19,"(0.2488738020573039, 0.31086233944356667)",0.331496584345308,2.58648135446846e-87,,-0.0242085370730826,1.0,,-0.0496013743826508,1.0,"(-0.012656319656181558, 0.0675617911102167)",0.0771155486820132,0.000121458546446062,,-0.00526244700912248,1.0,100005985,47154,,,"sphingomyelin (d18:2/14:0, d18:1/14:1)*",,,,673.5279,2292.0,LC/MS Pos Late,,1860.0,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:2/14:0, d18:1/14:1)*",metabolite_100005985,0.0771155486820132,0.0,0.0771155486820132,microbiome,"sphingomyelin (d18:2/14:0, d18:1/14:1)*"
100001253,,-0.00280381805324569,1.0,,-0.0750113100691425,1.0,,-0.0419590908498259,1.0,"(0.07669404481171249, 0.07669504481171249)",0.0766940448117124,7.87112965558728e-09,,-0.0507261549259907,1.0,,-0.0269675802659061,1.0,"(-0.020618945217551997, 0.011740527154597202)",0.00343999942957851,0.67952291161833,100001253,33943,HMDB06029,,N-acetylglutamine,2490-97-3,158492.0,C02716,187.07243,43.0,LC/MS Polar,182230.0,2140.0,Glutamate Metabolism,Amino Acid,N-acetylglutamine,metabolite_100001253,0.0,0.0766940448117124,0.0766940448117124,genetics,N-acetylglutamine
100003001,"(-0.07697272890041518, 0.020083873869420076)",0.0126898913003993,0.627410210482726,"(0.12081064172389906, 0.1967512884003112)",0.188934076938752,9.93396769519965e-22,"(0.14675670714745662, 0.21799205220184134)",0.228010052666164,3.19773995143903e-33,,-0.00310591929681036,1.0,,-0.056394574483032,1.0,"(-0.003985641599220702, 0.07293646388492134)",0.0766648182561036,0.000153906383937923,"(-0.0022521635243063667, 0.027244273321895808)",0.0165606091746194,0.0333438639691941,100003001,39271,,,1-(1-enyl-stearoyl)-GPE (P-18:0)*,,,,466.3292,2152.0,LC/MS Pos Late,,1649.0,Lysoplasmalogen,Lipid,1-(1-enyl-stearoyl)-GPE (P-18:0)*,metabolite_100003001,0.0766648182561036,0.0,0.0766648182561036,microbiome,1-(1-enyl-stearoyl)-GPE (P-18:0)*
100001051,"(0.114040516259456, 0.20245377437574716)",0.207829165242102,1.20731593735494e-19,"(0.08446390717658012, 0.15969416088089883)",0.135671368929119,2.51593250277517e-12,"(0.20181156417664403, 0.2668936665080564)",0.28138935397516,1.07561637415392e-59,,-0.0251070514593716,1.0,,-0.0743561456436747,1.0,"(0.01628158205617575, 0.09293658639103328)",0.0748876493351076,0.000138591252647887,,-0.00377919099517631,1.0,100001051,30460,HMDB00001,,1-methylhistidine,332-80-9,83153.0,C01152,168.07785,63.0,LC/MS Neg,92105.0,1227.0,Histidine Metabolism,Amino Acid,1-methylhistidine,metabolite_100001051,0.0748876493351076,0.0,0.0748876493351076,microbiome,1-methylhistidine
1128,"(-0.0751542137100867, 0.02273964567488422)",0.00216294468946942,0.932378343818459,"(0.12909859736971335, 0.21263157393443163)",0.199272266326339,9.98165358478762e-20,"(0.11227387599628101, 0.19237889639421046)",0.183160539825578,3.54641338962306e-19,,-0.000923574127722259,1.0,,-0.0393173773340749,1.0,"(-0.005906393105730934, 0.07767512211219108)",0.0745259439039243,0.000733860210107594,"(-0.02428111142595013, 0.009602521230545003)",0.00680757619661698,0.41894784713639,1128,42374,HMDB00650,,2-aminobutyrate,1492-24-6,388757.0,C02261,104.07061,417.0,LC/MS Pos Early,439691.0,2059.0,Glutathione Metabolism,Amino Acid,2-aminobutyrate,metabolite_1128,0.0745259439039243,0.0,0.0745259439039243,microbiome,2-aminobutyrate
100001609,"(-0.05074347473856663, 0.04203993289495862)",0.00282448785698996,0.905505262759072,,-0.0668692465428948,1.0,"(0.01844042107673732, 0.0932008799991658)",0.0718255626402265,0.000249208444645257,,-0.00606259406838027,1.0,,-0.0655528431551255,1.0,"(-0.026454604365290728, 0.05779084439748407)",0.0744971306765491,0.00053538314016356,,-0.00974797040347907,1.0,100001609,36776,HMDB12458,,7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca),115538-85-7,2338765.0,C17337,429.30103,2428.0,LC/MS Neg,3081085.0,5288.1,Sterol,Lipid,7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca),metabolite_100001609,0.0744971306765491,0.0,0.0744971306765491,microbiome,7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)
100015735,"(0.022023654783551193, 0.11983441695587134)",0.138056546143091,2.33909229862326e-08,"(0.07078387696203468, 0.15558218501499463)",0.126127000888195,3.24588021539909e-09,"(0.1313244248496773, 0.20306657577428974)",0.196603490788201,3.09304209812162e-25,,-0.00328849378631002,1.0,,-0.0126125649574346,1.0,"(-0.024585302329584433, 0.05999455650818346)",0.0744363011013314,0.000728376551344574,"(-0.026244468133095805, 0.007666734116880838)",0.00325831361113315,0.709036715599984,100015735,57432,,,"ceramide (d18:1/14:0, d16:1/16:0)*",,,,510.48808,2375.0,LC/MS Pos Late,,2477.0,Ceramides,Lipid,"ceramide (d18:1/14:0, d16:1/16:0)*",metabolite_100015735,0.0744363011013314,0.0,0.0744363011013314,microbiome,"ceramide (d18:1/14:0, d16:1/16:0)*"
X - 14662,"(-0.0562115160745696, 0.04197618185088452)",0.0100907346111973,0.694806848989854,"(-0.057819071125504835, 0.0326738200371538)",0.02838512733216,0.213038663715855,"(0.10472588597942278, 0.18500132958908572)",0.156973468398694,1.20278661904491e-14,,-0.00458790079749538,1.0,,-0.0301083220423932,1.0,"(0.06637413056253808, 0.15316891027314844)",0.0743952849685408,0.00103567558935658,,-0.0158858698337509,1.0,X - 14662,46656,,,glycoursodeoxycholate sulfate (1),,,,263.62827,,LC/MS Neg,,4336.0,Secondary Bile Acid Metabolism,Lipid,X - 14662,metabolite_X - 14662,0.0743952849685408,0.0,0.0743952849685408,microbiome,glycoursodeoxycholate sulfate (1)
100000841,"(-0.029488305645939246, 0.06641458881603263)",0.0529340954608031,0.0302204707442285,"(0.10130517055931425, 0.2082917941143983)",0.207472979589269,4.49756524217176e-15,"(0.13476399221899443, 0.2240042819858716)",0.208837907744954,1.49855860135241e-19,,-0.00657330885956186,1.0,,-0.0582310029002461,1.0,"(-0.0018974275950828501, 0.09122676053576285)",0.0734237350793906,0.00226496594101466,,-0.00254909603673403,1.0,100000841,20694,HMDB02329,,oxalate (ethanedioate),144-62-7,946.0,C00209,88.98803,3420.0,LC/MS Neg,971.0,603.0,Ascorbate and Aldarate Metabolism,Cofactors and Vitamins,oxalate (ethanedioate),metabolite_100000841,0.0734237350793906,0.0,0.0734237350793906,microbiome,oxalate (ethanedioate)
X - 11381,"(0.010357320489639638, 0.10214032638644736)",0.0985406203411374,3.5476019369692e-05,"(0.18658943761525149, 0.2584557551290414)",0.266018923893533,9.63410558984584e-43,"(0.19484347529456822, 0.2717469320401532)",0.298594211798874,3.8438399251232e-51,,-0.00781255008058678,1.0,,-0.0419475515113767,1.0,"(-0.01769487547788105, 0.0719366146848934)",0.0725055502384562,0.0013959339183557,,-0.00165621451496056,1.0,X - 11381,32698,,,X - 11381,,,,186.11234,,LC/MS Pos Early,,2331.0,,,X - 11381,metabolite_X - 11381,0.0725055502384562,0.0,0.0725055502384562,microbiome,X - 11381
100001126,"(0.15786310012978785, 0.235625241190987)",0.238201592259092,2.51946432627871e-31,"(0.1529265227123234, 0.23181805448045334)",0.234546538513009,7.88844819522204e-31,"(0.28425181746624245, 0.3430988115109357)",0.346381302085737,2.82481197882711e-101,,-0.0141440128092953,1.0,,-0.0764430633047377,1.0,"(0.02277364210599991, 0.10736184662713903)",0.0723940270233161,0.00104947443966512,,-0.000797767563769813,1.0,100001126,43829,HMDB11172,,gamma-glutamylvaline,2746-34-1,,,247.12885,443.0,LC/MS Pos Early,7015683.0,2700.0,Gamma-glutamyl Amino Acid,Peptide,gamma-glutamylvaline,metabolite_100001126,0.0723940270233161,0.0,0.0723940270233161,microbiome,gamma-glutamylvaline
100001162,"(0.10991943690969345, 0.19548051216871393)",0.189212430677738,2.44981505314958e-17,"(-0.01493498851279721, 0.07108259614980775)",0.0149239334473315,0.480132356739778,"(0.1665391761855401, 0.23604353780497395)",0.235312088347124,2.5787537036384e-38,,-0.00908339931978163,1.0,,-0.0389121179061291,1.0,"(0.0004884896813135838, 0.07628089838517335)",0.0721823346292922,0.00029412995191472,"(-0.004391099168513734, 0.028164580559285585)",0.0145903358461285,0.078225126715788,100001162,32452,HMDB00824,,propionylcarnitine (C3),17298-37-2,96904.0,C03017,218.13869,1328.0,LC/MS Pos Early,107738.0,2590.0,Fatty Acid Metabolism (also BCAA Metabolism),Lipid,propionylcarnitine (C3),metabolite_100001162,0.0721823346292922,0.0,0.0721823346292922,microbiome,propionylcarnitine (C3)
100001756,,-0.014554884666875,1.0,"(0.047963286300351134, 0.13906304918891726)",0.179695595440436,9.09612286832761e-15,"(0.11182740687078394, 0.19326816953633297)",0.216393481228942,4.84537444424927e-27,,-0.00335996745201194,1.0,,-0.0636550411629386,1.0,"(-0.00010920678675136452, 0.07981201572390265)",0.0718772091476871,0.000406043499610418,"(-0.024940887183080167, 0.010717517945861092)",0.00613558512758227,0.49357002268145,100001756,36099,,,4-ethylphenylsulfate,123-07-9,,C13637,201.0227,3538.0,LC/MS Neg,,3580.0,Benzoate Metabolism,Xenobiotics,4-ethylphenylsulfate,metabolite_100001756,0.0718772091476871,0.0,0.0718772091476871,microbiome,4-ethylphenylsulfate
100002008,"(0.24944950457647322, 0.32386509572872796)",0.30503682235181,5.07243913122438e-52,"(0.02875856393861657, 0.10730791980547175)",0.0766033313900395,0.000149394544219475,"(0.2140611526178864, 0.27659970613173585)",0.289277587232966,2.6260586351642e-68,,-0.00680655664413709,1.0,"(-0.09962514201362202, -0.0038550472828564226)",0.00714986428974084,0.777586702400408,"(-0.016960340035263904, 0.06359680674732496)",0.0710218019625987,0.000484464407384885,,-0.00290409710533268,1.0,100002008,37183,,,"5alpha-androstan-3alpha,17alpha-diol monosulfate",,,,371.18976,2547.0,LC/MS Neg,,5208.0,Androgenic Steroids,Lipid,"5alpha-androstan-3alpha,17alpha-diol monosulfate",metabolite_100002008,0.0710218019625987,0.0,0.0710218019625987,microbiome,"5alpha-androstan-3alpha,17alpha-diol monosulfate"
100002154,,-0.033249724996422,1.0,"(0.09373225947165055, 0.17087420071295256)",0.143409172928315,4.67817122162993e-13,"(0.07892736713016119, 0.15227136011937217)",0.134751766439014,6.76042105985112e-12,,-0.00247839928805526,1.0,"(-0.11462834374983563, -0.017679831140027618)",0.00481579930803333,0.847790954622692,"(0.014041843113365452, 0.09529132353014592)",0.0709588627390146,0.000582103512552544,,-0.00756992470866357,1.0,100002154,37459,HMDB03045,,ergothioneine,58511-63-0,2297320.0,C05570,230.09578,3798.0,LC/MS Pos Early,3032311.0,850.0,Food Component/Plant,Xenobiotics,ergothioneine,metabolite_100002154,0.0709588627390146,0.0,0.0709588627390146,microbiome,ergothioneine
1668,,-0.0596039839565971,1.0,,-0.0829923791637239,1.0,"(0.011304214150755021, 0.08345193015487257)",0.0825040416073342,1.51304343660282e-05,,-0.00341896481470938,1.0,,-0.0495132106253566,1.0,"(0.014881006104197797, 0.0879334272796373)",0.0707110601064262,0.000204172023454754,,-0.00588438220369913,1.0,1668,12261,HMDB00896,,taurodeoxycholate,207737-97-1,2015539.0,C05463,498.28948,2623.0,LC/MS Neg,2733768.0,5257.4,Secondary Bile Acid Metabolism,Lipid,taurodeoxycholate,metabolite_1668,0.0707110601064262,0.0,0.0707110601064262,microbiome,taurodeoxycholate
X - 21845,,-0.0438510062170571,1.0,,-0.120179471025979,1.0,"(-0.027033828360328423, 0.05717187783455396)",0.0473291660102083,0.0234874191569196,,-0.0163641981778843,1.0,,-0.08656982074722,1.0,"(-0.031132042318431665, 0.0574601128329068)",0.070515046298049,0.00136278109652688,"(0.0006445514872134658, 0.03127451533967369)",0.0204070131075242,0.0118793567641948,X - 21845,47022,,,X - 21845,,,,356.11879,,LC/MS Neg,,4085.0,,,X - 21845,metabolite_X - 21845,0.070515046298049,0.0,0.070515046298049,microbiome,X - 21845
100006430,"(-0.024068502235208143, 0.06877625813526776)",0.0575341041710403,0.0157207573299433,"(-0.019677555181959575, 0.06826714070920901)",0.0254576036159581,0.249703642819978,"(0.08241425559296034, 0.15797249789744566)",0.155878051476724,6.61090207315709e-16,,-0.00317737230275771,1.0,,-0.0327642958625207,1.0,"(-0.016829380387635373, 0.06795918242354285)",0.0704635039102464,0.000868679932191024,"(-0.008037329193564435, 0.022613900110550828)",0.0196061129090693,0.0146096501842305,100006430,48885,,,arabitol/xylitol,,,C01904,151.0612,935.0,LC/MS Polar,6912.0,1932.4,Pentose Metabolism,Carbohydrate,arabitol/xylitol,metabolite_100006430,0.0704635039102464,0.0,0.0704635039102464,microbiome,arabitol/xylitol
100006679,,-0.022290963740557,1.0,,-0.100238394432677,1.0,"(-0.016719523853019308, 0.0745313013632319)",0.0447621935978627,0.0550631340519004,,-0.0116205433134943,1.0,,-0.0198901658195851,1.0,"(-0.02814828736897838, 0.0728740195105021)",0.0700666878442777,0.00695480747631521,,-0.0105848623074438,1.0,100006679,52747,HMDB60014,,phenol glucuronide,17685-05-1,78692.0,,269.06667,141.0,LC/MS Neg,87235.0,1800.0,Tyrosine Metabolism,Amino Acid,phenol glucuronide,metabolite_100006679,0.0700666878442777,0.0,0.0700666878442777,microbiome,phenol glucuronide
100006641,,-0.0214713320128681,1.0,"(-0.05190700108389251, 0.03245770559408166)",0.00148168025096351,0.945706547896912,"(-0.028206111403967567, 0.05198490166885766)",0.0203687727265702,0.327997730739896,"(0.06958980504276567, 0.06959080504276567)",0.0695898050427656,2.62751966918802e-08,,-0.0417449322153153,1.0,,-0.0588810753823174,1.0,"(0.011332204728091367, 0.04372567482110284)",0.0379077199757603,5.11522313957749e-06,100006641,52974,,,glycochenodeoxycholate sulfate,,,,263.62819,2617.0,LC/MS Neg,,4820.0,Primary Bile Acid Metabolism,Lipid,glycochenodeoxycholate sulfate,metabolite_100006641,0.0,0.0695898050427656,0.0695898050427656,genetics,glycochenodeoxycholate sulfate
X - 18921,,-0.0333238112771387,1.0,"(0.022965492611224176, 0.10606719468071527)",0.0749022826825628,0.000511011075121003,"(0.017716390522017286, 0.0935532850706824)",0.0515077602169735,0.0120021628196717,"(0.06937991203523007, 0.06938091203523007)",0.06937991203523,2.39230860725757e-08,,-0.0662267131352527,1.0,,-0.0257112122677254,1.0,,-0.00776466970448375,1.0,X - 18921,47671,,,X - 18921,,,,193.12356,,LC/MS Neg,,4870.0,,,X - 18921,metabolite_X - 18921,0.0,0.06937991203523,0.06937991203523,genetics,X - 18921
